test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
AT1G30755	AT1G30755	AT1G30755	1:10905816-10908892	GL_12h_control	HL_12h_treatment	OK	3.99324	5.92869	0.570154	2.13282	0.0038	0.0163809	yes
AT1G30757	AT1G30757	AT1G30757	1:10909149-10909784	GL_12h_control	HL_12h_treatment	OK	1.71626	2.1592	0.331224	0.587552	0.40615	0.603744	no
AT1G30760	AT1G30760	AT1G30760	1:10918277-10920677	GL_12h_control	HL_12h_treatment	OK	3.39638	3.32898	-0.028918	-0.0967942	0.89225	0.947554	no
AT1G30784	AT1G30784	AT1G30784	1:10929535-10930090	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G30790	AT1G30790	AT1G30790	1:10932712-10934066	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G30795	AT1G30795	AT1G30795	1:10935752-10936348	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G30810	AT1G30810	JMJ18	1:10936764-10942292	GL_12h_control	HL_12h_treatment	OK	6.56681	6.52502	-0.00920968	-0.0383995	0.958	0.979663	no
AT1G30814	AT1G30814	AT1G30814	1:10942647-10944727	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G30820	AT1G30820	AT1G30820	1:10944912-10949458	GL_12h_control	HL_12h_treatment	OK	27.7353	15.5089	-0.838624	-3.69759	5e-05	0.000354903	yes
AT1G30825	AT1G30825	ARPC2A	1:10960940-10963182	GL_12h_control	HL_12h_treatment	OK	9.33042	8.40771	-0.150229	-0.566961	0.41715	0.614085	no
AT1G30830	AT1G30830	AT1G30830	1:10963572-10963646	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G30835	AT1G30835	SADHU1-2	1:10966906-10968878	GL_12h_control	HL_12h_treatment	OK	16.1429	15.6618	-0.0436507	-0.177094	0.8053	0.899965	no
AT1G30840	AT1G30840	PUP4	1:10974444-10976298	GL_12h_control	HL_12h_treatment	OK	9.33695	6.51868	-0.518372	-1.92321	0.007	0.0275542	yes
AT1G30845	AT1G30845	AT1G30845	1:10979645-10980688	GL_12h_control	HL_12h_treatment	OK	4.69569	5.49893	0.227814	0.615192	0.38235	0.581149	no
AT1G30850	AT1G30850	RSH4	1:10985077-10986295	GL_12h_control	HL_12h_treatment	OK	0.990937	0.222365	-2.15587	-2.79006	0.00335	0.0147325	yes
AT1G30860	AT1G30860	AT1G30860	1:10986522-10989504	GL_12h_control	HL_12h_treatment	OK	1.20645	2.31876	0.942587	2.84898	5e-05	0.000354903	yes
AT1G30870	AT1G30870	PER7	1:10991484-10993023	GL_12h_control	HL_12h_treatment	OK	22.8515	5.64446	-2.01738	-7.52533	5e-05	0.000354903	yes
AT1G30880	AT1G30880	AT1G30880	1:10993194-10994125	GL_12h_control	HL_12h_treatment	OK	74.6139	95.0176	0.348751	1.5259	0.0309	0.0924985	no
AT1G30890	AT1G30890	AT1G30890	1:10994320-10996134	GL_12h_control	HL_12h_treatment	OK	16.5921	16.1796	-0.03632	-0.145219	0.8322	0.915981	no
AT1G30900	AT1G30900	VSR6	1:10997274-11000543	GL_12h_control	HL_12h_treatment	OK	9.14322	5.39022	-0.762357	-2.96685	5e-05	0.000354903	yes
AT1G30910	AT1G30910	AT1G30910	1:11000882-11002936	GL_12h_control	HL_12h_treatment	OK	22.9781	22.2245	-0.0481096	-0.202206	0.7764	0.882295	no
AT1G30920	AT1G30920	AT1G30920	1:11004241-11005444	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G30921	AT1G30921	AT1G30921	1:11007111-11008238	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G30925	AT1G30925	AT1G30925	1:11009887-11011792	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G30930	AT1G30930	AT1G30930	1:11014782-11015913	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G30935	AT1G30935	AT1G30935	1:11017435-11018990	GL_12h_control	HL_12h_treatment	OK	0.519073	0.618548	0.252948	0.436704	0.5321	0.710972	no
AT1G30945	AT1G30945	AT1G30945	1:11026337-11026784	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G30950	AT1G30950	UFO	1:11036179-11037508	GL_12h_control	HL_12h_treatment	NOTEST	0.0674205	0.0316596	-1.09055	0	1	1	no
AT1G30960	AT1G30960	ERG	1:11037611-11040033	GL_12h_control	HL_12h_treatment	OK	5.09924	9.28934	0.865293	3.19154	5e-05	0.000354903	yes
AT1G30970	AT1G30970	SUF4	1:11040280-11043751	GL_12h_control	HL_12h_treatment	OK	21.5919	23.8283	0.142185	0.616989	0.3761	0.575502	no
AT1G30972	AT1G30972	AT1G30972	1:11044630-11045466	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G30974	AT1G30974	AT1G30974	1:11046968-11047816	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G30975	AT1G30975	AT1G30975	1:11048255-11048552	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G30980	AT1G30980	AT1G30980	1:11049582-11050729	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G30990	AT1G30990	AT1G30990	1:11052129-11053063	GL_12h_control	HL_12h_treatment	OK	1.18971	0.493658	-1.26903	-1.12806	0.10625	0.23939	no
AT1G31000	AT1G31000	AT1G31000	1:11053376-11054561	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31010	AT1G31010	OSB4	1:11054730-11056921	GL_12h_control	HL_12h_treatment	OK	4.07099	6.22329	0.612299	2.0317	0.00425	0.0180395	yes
AT1G31020	AT1G31020	ATO2	1:11057104-11058867	GL_12h_control	HL_12h_treatment	OK	12.1786	14.0519	0.206422	0.742855	0.2912	0.48773	no
AT1G31030	AT1G31030	AT1G31030	1:11064582-11067201	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31040	AT1G31040	AT1G31040	1:11069792-11072291	GL_12h_control	HL_12h_treatment	OK	1.30929	1.556	0.249055	0.46165	0.5136	0.697119	no
AT1G31050	AT1G31050	BHLH111	1:11075626-11079240	GL_12h_control	HL_12h_treatment	OK	5.20198	4.64762	-0.162568	-0.560625	0.4243	0.620618	no
AT1G31070	AT1G31070	GLCNAC1PUT1	1:11084858-11088563	GL_12h_control	HL_12h_treatment	OK	19.6869	17.278	-0.188301	-0.817337	0.2448	0.43562	no
AT1G31072	AT1G31072	AT1G31072	1:11089490-11089925	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31080	AT1G31080	AT1G31080	1:11091831-11092899	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31090	AT1G31090	AT1G31090	1:11094406-11095649	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31093	AT1G31093	AT1G31093	1:11096083-11096599	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31100	AT1G31100	AT1G31100	1:11097033-11100418	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31110	AT1G31110	AT1G31110	1:11104112-11104186	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31120	AT1G31120	POT10	1:11104300-11107763	GL_12h_control	HL_12h_treatment	OK	7.40506	7.4759	0.013737	0.0575242	0.93495	0.970498	no
AT1G31130	AT1G31130	AT1G31130	1:11114700-11116195	GL_12h_control	HL_12h_treatment	OK	50.6993	62.1346	0.293433	1.30564	0.06345	0.162397	no
AT1G31140	AT1G31140	GOA	1:11117992-11119785	GL_12h_control	HL_12h_treatment	NOTEST	0.0323229	0.0948046	1.5524	0	1	1	no
AT1G31150	AT1G31150	AT1G31150	1:11120096-11122587	GL_12h_control	HL_12h_treatment	OK	5.73696	6.08568	0.0851325	0.333011	0.6312	0.785758	no
AT1G31160	AT1G31160	HINT 2	1:11122657-11124155	GL_12h_control	HL_12h_treatment	OK	33.9302	32.2354	-0.0739233	-0.31103	0.65545	0.803352	no
AT1G31163	AT1G31163	AT1G31163	1:11128731-11130239	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31166	AT1G31166	AT1G31166	1:11130615-11130981	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31170	AT1G31170	SRX	1:11133409-11134844	GL_12h_control	HL_12h_treatment	OK	53.0023	59.3758	0.163821	0.671813	0.34065	0.541381	no
AT1G31173	AT1G31173	MIR167D	1:11137364-11138969	GL_12h_control	HL_12h_treatment	OK	1.84103	0.365152	-2.33394	-4.23826	5e-05	0.000354903	yes
AT1G31175	AT1G31175	AT1G31175	1:11140548-11142630	GL_12h_control	HL_12h_treatment	OK	4.42855	3.81404	-0.215515	-0.767288	0.2723	0.466395	no
AT1G31180	AT1G31180	IMDH1	1:11142713-11144633	GL_12h_control	HL_12h_treatment	OK	59.237	69.8443	0.237643	1.05829	0.13245	0.281209	no
AT1G31190	AT1G31190	IMPL1	1:11144771-11147678	GL_12h_control	HL_12h_treatment	OK	44.039	53.0563	0.268743	1.16801	0.0973	0.223854	no
AT1G31200	AT1G31200	PP2A9	1:11144771-11147678	GL_12h_control	HL_12h_treatment	OK	6.60087	5.56503	-0.246267	-0.194889	0.77965	0.884311	no
AT1G31210	AT1G31210	AT1G31210	1:11148253-11152501	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31220	AT1G31220	PUR3	1:11156801-11163274	GL_12h_control	HL_12h_treatment	OK	7.2138	7.0069	-0.0419835	-0.0480726	0.94325	0.973818	no
AT1G31230	AT1G31230	AKHSDH1	1:11156801-11163274	GL_12h_control	HL_12h_treatment	OK	47.331	38.753	-0.288478	-1.23092	0.07645	0.186825	no
AT1G31240	AT1G31240	AT1G31240	1:11163857-11164928	GL_12h_control	HL_12h_treatment	OK	1.35589	0.744737	-0.864438	-1.5572	0.03395	0.0998004	no
AT1G31245	AT1G31245	AT1G31245	1:11165704-11165830	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31250	AT1G31250	AT1G31250	1:11166556-11167547	GL_12h_control	HL_12h_treatment	NOTEST	0.12858	0.123556	-0.0575041	0	1	1	no
AT1G31258	AT1G31258	AT1G31258	1:11171224-11171835	GL_12h_control	HL_12h_treatment	OK	80.4886	112.849	0.487536	0.774358	0.2713	0.465385	no
AT1G31260	AT1G31260	ZIP10	1:11175558-11177362	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31270	AT1G31270	AT1G31270	1:11178348-11178658	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31274	AT1G31274	AT1G31274	1:11179997-11180462	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31280	AT1G31280	AGO2	1:11181710-11185344	GL_12h_control	HL_12h_treatment	OK	6.19782	18.5837	1.5842	6.82249	5e-05	0.000354903	yes
AT1G31290	AT1G31290	AGO3	1:11188292-11192317	GL_12h_control	HL_12h_treatment	OK	0.420842	0.438454	0.0591448	0.13011	0.85535	0.928153	no
AT1G31300	AT1G31300	AT1G31300	1:11193634-11196312	GL_12h_control	HL_12h_treatment	OK	26.0073	24.7558	-0.0711466	-0.309292	0.6608	0.807233	no
AT1G31310	AT1G31310	AT1G31310	1:11198352-11200141	GL_12h_control	HL_12h_treatment	OK	2.07926	1.75711	-0.24287	-0.635778	0.3681	0.56834	no
AT1G31319	AT1G31319	AT1G31319	1:11211806-11211914	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31320	AT1G31320	LBD4	1:11213016-11214382	GL_12h_control	HL_12h_treatment	OK	8.56567	5.18189	-0.725088	-2.33637	0.00115	0.00590213	yes
AT1G31330	AT1G31330	PSAF	1:11214823-11216037	GL_12h_control	HL_12h_treatment	OK	2686.1	635.913	-2.07861	-6.75155	5e-05	0.000354903	yes
AT1G31335	AT1G31335	AT1G31335	1:11216913-11217393	GL_12h_control	HL_12h_treatment	OK	18.4262	8.849	-1.05817	-3.04789	5e-05	0.000354903	yes
AT1G31340	AT1G31340	RUB1	1:11217844-11219458	GL_12h_control	HL_12h_treatment	OK	85.6095	79.1988	-0.112294	-0.496528	0.47395	0.663912	no
AT1G31350	AT1G31350	SKIP25	1:11221334-11222786	GL_12h_control	HL_12h_treatment	OK	8.37353	7.72932	-0.115494	-0.439107	0.52865	0.708336	no
AT1G31355	AT1G31355	AT1G31355	1:11228987-11229990	GL_12h_control	HL_12h_treatment	OK	2.37301	2.46288	0.0536312	0.130173	0.85625	0.928663	no
AT1G31358	AT1G31358	MIR404	1:11230462-11230612	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31360	AT1G31360	MED34	1:11232332-11237530	GL_12h_control	HL_12h_treatment	OK	5.44695	5.63085	0.0479036	0.186949	0.7865	0.889229	no
AT1G31370	AT1G31370	AT1G31370	1:11238297-11239363	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31390	AT1G31390	AT1G31390	1:11243190-11244392	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31410	AT1G31410	AT1G31410	1:11246913-11249359	GL_12h_control	HL_12h_treatment	OK	14.5497	13.0915	-0.152355	-0.643149	0.3586	0.559237	no
AT1G31420	AT1G31420	FEI1	1:11249599-11253915	GL_12h_control	HL_12h_treatment	OK	71.9787	46.88	-0.618599	-2.72588	0.0001	0.000672203	yes
AT1G31430	AT1G31430	PCMP-E55	1:11253935-11255737	GL_12h_control	HL_12h_treatment	OK	1.37658	1.50037	0.124228	0.319897	0.6454	0.79613	no
AT1G31440	AT1G31440	AT1G31440	1:11255835-11258715	GL_12h_control	HL_12h_treatment	OK	26.1573	28.0996	0.103336	0.457095	0.5165	0.699223	no
AT1G31450	AT1G31450	AT1G31450	1:11259871-11261209	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31460	AT1G31460	AT1G31460	1:11261540-11264963	GL_12h_control	HL_12h_treatment	OK	3.63035	2.59234	-0.485854	-1.18644	0.09225	0.215267	no
AT1G31470	AT1G31470	NFD4	1:11261540-11264963	GL_12h_control	HL_12h_treatment	OK	5.08775	4.63858	-0.133346	-0.405582	0.55655	0.730252	no
AT1G31480	AT1G31480	SGR2	1:11265879-11273294	GL_12h_control	HL_12h_treatment	OK	4.92412	4.66121	-0.0791602	-0.296665	0.67505	0.817511	no
AT1G31485	AT1G31485	AT1G31485	1:11265879-11273294	GL_12h_control	HL_12h_treatment	OK	0.709341	0.993024	0.485348	0.426832	0.5512	0.726278	no
AT1G31490	AT1G31490	AT1G31490	1:11265879-11273294	GL_12h_control	HL_12h_treatment	OK	0.814561	1.25889	0.628062	0.791158	0.2624	0.455259	no
AT1G31500	AT1G31500	CCR4-4	1:11273604-11276577	GL_12h_control	HL_12h_treatment	OK	16.4328	21.5501	0.391117	1.66998	0.0166	0.0563548	no
AT1G31510	AT1G31510	AT1G31510	1:11277416-11278462	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31520	AT1G31520	AT1G31520	1:11278982-11279639	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31530	AT1G31530	AT1G31530	1:11281187-11282468	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31540	AT1G31540	AT1G31540	1:11288451-11293753	GL_12h_control	HL_12h_treatment	OK	7.695	6.33416	-0.280768	-1.16001	0.096	0.221715	no
AT1G31550	AT1G31550	AT1G31550	1:11295524-11297379	GL_12h_control	HL_12h_treatment	OK	7.78761	20.2438	1.37823	5.36712	5e-05	0.000354903	yes
AT1G31570	AT1G31570	AT1G31570	1:11302781-11309164	GL_12h_control	HL_12h_treatment	NOTEST	0.00921573	0.0172911	0.907861	0	1	1	no
AT1G31580	AT1G31580	ECS1	1:11311168-11311989	GL_12h_control	HL_12h_treatment	OK	555.011	284.232	-0.965446	-4.14717	5e-05	0.000354903	yes
AT1G31600	AT1G31600	AT1G31600	1:11312960-11316473	GL_12h_control	HL_12h_treatment	OK	12.2363	14.6929	0.263944	1.09728	0.11405	0.252533	no
AT1G31620	AT1G31620	AT1G31620	1:11316940-11317894	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31640	AT1G31640	AGL92	1:11322691-11324176	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31650	AT1G31650	ROPGEF14	1:11326300-11330738	GL_12h_control	HL_12h_treatment	OK	15.6896	17.2873	0.1399	0.611471	0.3858	0.584451	no
AT1G31660	AT1G31660	AT1G31660	1:11330955-11333540	GL_12h_control	HL_12h_treatment	OK	23.452	33.6688	0.521699	2.2922	0.00175	0.00846016	yes
AT1G31690	AT1G31690	AT1G31690	1:11343979-11347767	GL_12h_control	HL_12h_treatment	OK	21.8073	10.2503	-1.08915	-4.63813	5e-05	0.000354903	yes
AT1G31710	AT1G31710	AT1G31710	1:11349839-11355486	GL_12h_control	HL_12h_treatment	OK	22.2754	11.8643	-0.908826	-3.9343	5e-05	0.000354903	yes
AT1G31720	AT1G31720	AT1G31720	1:11356101-11357081	GL_12h_control	HL_12h_treatment	OK	1.23239	1.39561	0.179444	0.308307	0.6688	0.812679	no
AT1G31730	AT1G31730	AT1G31730	1:11359641-11364288	GL_12h_control	HL_12h_treatment	OK	31.989	30.4166	-0.0727179	-0.324198	0.6407	0.792553	no
AT1G31750	AT1G31750	AT1G31750	1:11370658-11372077	GL_12h_control	HL_12h_treatment	OK	1.88484	1.81138	-0.0573516	-0.108348	0.88165	0.941862	no
AT1G31760	AT1G31760	AT1G31760	1:11372424-11373483	GL_12h_control	HL_12h_treatment	OK	6.57056	8.45344	0.363523	0.998598	0.162	0.32601	no
AT1G31770	AT1G31770	ABCG14	1:11374892-11377794	GL_12h_control	HL_12h_treatment	OK	25.0342	16.8192	-0.573793	-2.53145	0.0004	0.00233263	yes
AT1G31780	AT1G31780	AT1G31780	1:11391226-11396018	GL_12h_control	HL_12h_treatment	OK	21.0541	19.7256	-0.094029	-0.400872	0.5647	0.736887	no
AT1G31790	AT1G31790	PCMP-A1	1:11391226-11396018	GL_12h_control	HL_12h_treatment	OK	2.22611	3.61873	0.70096	0.725554	0.2957	0.492818	no
AT1G31800	AT1G31800	CYP97A3	1:11396401-11406259	GL_12h_control	HL_12h_treatment	OK	69.9265	105.399	0.591943	2.27087	0.00125	0.00633547	yes
AT1G31810	AT1G31810	FH14	1:11396401-11406259	GL_12h_control	HL_12h_treatment	OK	11.9527	10.1003	-0.242936	-0.477557	0.495	0.681233	no
AT1G31812	AT1G31812	ACBP6	1:11410874-11412204	GL_12h_control	HL_12h_treatment	OK	544.628	426.72	-0.351982	-1.52778	0.0284	0.086357	no
AT1G31814	AT1G31814	FRL2	1:11412607-11414502	GL_12h_control	HL_12h_treatment	OK	3.26268	2.94579	-0.147401	-0.484254	0.4907	0.677476	no
AT1G31817	AT1G31817	NFD3	1:11414748-11416444	GL_12h_control	HL_12h_treatment	OK	30.2203	35.1691	0.218792	0.953674	0.1749	0.344923	no
AT1G31820	AT1G31820	AT1G31820	1:11416450-11418279	GL_12h_control	HL_12h_treatment	OK	2.91232	2.45318	-0.247518	-0.750893	0.29115	0.48773	no
AT1G31830	AT1G31830	AT1G31830	1:11418624-11420837	GL_12h_control	HL_12h_treatment	OK	10.7055	12.7326	0.250182	1.04823	0.1337	0.283333	no
AT1G31835	AT1G31835	AT1G31835	1:11423058-11423684	GL_12h_control	HL_12h_treatment	OK	5.79435	4.86678	-0.251678	-0.643162	0.35295	0.553789	no
AT1G31840	AT1G31840	AT1G31840	1:11423905-11426714	GL_12h_control	HL_12h_treatment	OK	0.750114	0.711644	-0.0759539	-0.179981	0.7958	0.895155	no
AT1G31850	AT1G31850	AT1G31850	1:11430221-11433699	GL_12h_control	HL_12h_treatment	OK	34.6714	30.5379	-0.183144	-0.816333	0.24915	0.440634	no
AT1G31860	AT1G31860	HISN2	1:11434107-11436607	GL_12h_control	HL_12h_treatment	OK	29.8418	27.9186	-0.096109	-0.410724	0.5536	0.728108	no
AT1G31870	AT1G31870	AT1G31870	1:11436718-11440109	GL_12h_control	HL_12h_treatment	OK	10.7699	12.1738	0.176767	0.756794	0.2846	0.480594	no
AT1G31875	AT1G31875	AT1G31875	1:11442912-11443044	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31880	AT1G31880	BRX	1:11445489-11450189	GL_12h_control	HL_12h_treatment	OK	1.56294	2.12683	0.444447	1.17139	0.0973	0.223854	no
AT1G31885	AT1G31885	NIP3-1	1:11450459-11451985	GL_12h_control	HL_12h_treatment	OK	1.70379	0.712543	-1.2577	-2.20975	0.0049	0.0203618	yes
AT1G31900	AT1G31900	AT1G31900	1:11457125-11461825	GL_12h_control	HL_12h_treatment	OK	5.8684	7.69035	0.390082	0.0789761	0.8529	0.926847	no
AT1G31910	AT1G31910	AT1G31910	1:11457125-11461825	GL_12h_control	HL_12h_treatment	OK	86.7612	101.58	0.227495	0.989983	0.1528	0.312126	no
AT1G31920	AT1G31920	PCMP-H11	1:11461854-11463848	GL_12h_control	HL_12h_treatment	OK	8.79105	4.87689	-0.850075	-3.30077	5e-05	0.000354903	yes
AT1G31930	AT1G31930	XLG3	1:11464984-11469185	GL_12h_control	HL_12h_treatment	OK	12.1257	11.1139	-0.125702	-0.546027	0.4367	0.632261	no
AT1G31935	AT1G31935	AT1G31935	1:11469481-11470010	GL_12h_control	HL_12h_treatment	OK	12.6081	7.22581	-0.803117	-2.25478	0.00215	0.0101151	yes
AT1G31940	AT1G31940	AT1G31940	1:11470055-11471340	GL_12h_control	HL_12h_treatment	OK	16.839	20.578	0.289301	1.14845	0.09975	0.228008	no
AT1G31950	AT1G31950	TPS29	1:11475806-11478194	GL_12h_control	HL_12h_treatment	OK	3.57321	1.65294	-1.11219	-3.29432	5e-05	0.000354903	yes
AT1G31960	AT1G31960	AT1G31960	1:11479132-11479654	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G31970	AT1G31970	RH5	1:11479865-11482890	GL_12h_control	HL_12h_treatment	OK	46.5299	61.1372	0.393894	1.75605	0.01385	0.0485312	yes
AT1G31983	AT1G31983	AT1G31983	1:11501673-11503237	GL_12h_control	HL_12h_treatment	NOTEST	0.194916	0.123042	-0.663703	0	1	1	no
AT1G31990	AT1G31990	AT1G31990	1:11488015-11489287	GL_12h_control	HL_12h_treatment	NOTEST	0.141921	0.122235	-0.21543	0	1	1	no
AT1G31993	AT1G31993	AT1G31993	1:11503575-11507662	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G32000	AT1G32000	AT1G32000	1:11508284-11508909	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G32010	AT1G32010	AT1G32010	1:11509340-11512040	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G32020	AT1G32020	AT1G32020	1:11512551-11513067	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G32030	AT1G32030	AT1G32030	1:11514593-11515595	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G32040	AT1G32040	AT1G32040	1:11518417-11520070	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G32045	AT1G32045	AT1G32045	1:11520688-11520876	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G32049	AT1G32049	AT1G32049	1:11527727-11528207	GL_12h_control	HL_12h_treatment	NOTEST	0.137451	0.133356	-0.04363	0	1	1	no
AT1G32050	AT1G32050	SCAMP4	1:11528444-11531281	GL_12h_control	HL_12h_treatment	OK	91.6006	104.579	0.191163	0.851228	0.22455	0.411535	no
AT1G32060	AT1G32060	PRK	1:11532532-11534639	GL_12h_control	HL_12h_treatment	OK	1119.18	737.904	-0.600931	-1.96214	0.006	0.0241511	yes
AT1G32070	AT1G32070	NSI	1:11534681-11536338	GL_12h_control	HL_12h_treatment	OK	71.1728	58.7773	-0.276068	-1.21452	0.0853	0.203024	no
AT1G32080	AT1G32080	PLGG1	1:11537341-11539800	GL_12h_control	HL_12h_treatment	OK	280.022	257.88	-0.118842	-0.483403	0.4936	0.680348	no
AT1G32090	AT1G32090	AT1G32090	1:11540024-11544131	GL_12h_control	HL_12h_treatment	OK	13.2036	9.9901	-0.40236	-1.74042	0.01315	0.0465014	yes
AT1G32100	AT1G32100	PRR1	1:11546337-11547994	GL_12h_control	HL_12h_treatment	OK	19.7434	21.0483	0.092329	0.38504	0.5878	0.753607	no
AT1G32120	AT1G32120	AT1G32120	1:11552925-11558777	GL_12h_control	HL_12h_treatment	OK	3.92849	3.46949	-0.17925	-0.714098	0.31045	0.509217	no
AT1G32130	AT1G32130	IWS1	1:11558860-11561920	GL_12h_control	HL_12h_treatment	OK	41.0319	46.6488	0.185094	0.825264	0.2286	0.416445	no
AT1G32140	AT1G32140	AT1G32140	1:11562741-11564833	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G32150	AT1G32150	bZIP68	1:11565517-11568531	GL_12h_control	HL_12h_treatment	OK	7.35481	6.80375	-0.112357	-0.42719	0.5431	0.720271	no
AT1G32160	AT1G32160	AT1G32160	1:11568664-11570387	GL_12h_control	HL_12h_treatment	OK	53.821	45.3604	-0.246737	-1.09647	0.11675	0.256955	no
AT1G32170	AT1G32170	XTH30	1:11575319-11577927	GL_12h_control	HL_12h_treatment	OK	11.57	11.3425	-0.0286485	-0.113131	0.86875	0.935328	no
AT1G32172	AT1G32172	AT1G32172	1:11578505-11580547	GL_12h_control	HL_12h_treatment	NOTEST	0.0617606	0.0484434	-0.350387	0	1	1	no
AT1G32180	AT1G32180	CSLD6	1:11586515-11589651	GL_12h_control	HL_12h_treatment	NOTEST	0.0277665	0.0342638	0.303342	0	1	1	no
AT1G32190	AT1G32190	AT1G32190	1:11592954-11595982	GL_12h_control	HL_12h_treatment	OK	6.35546	4.56634	-0.476958	-1.71661	0.01545	0.0531111	no
AT1G32200	AT1G32200	ATS1	1:11601780-11605060	GL_12h_control	HL_12h_treatment	OK	53.2865	47.8747	-0.154508	-0.686879	0.33035	0.530997	no
AT1G32210	AT1G32210	DAD1	1:11605856-11607768	GL_12h_control	HL_12h_treatment	OK	79.604	66.6823	-0.255536	-1.11423	0.114	0.252474	no
AT1G32220	AT1G32220	AT1G32220	1:11607853-11609733	GL_12h_control	HL_12h_treatment	OK	106.777	107.811	0.0139046	0.0617711	0.92805	0.96738	no
AT1G32225	AT1G32225	AT1G32225	1:11610113-11610625	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G32230	AT1G32230	RCD1	1:11612117-11616218	GL_12h_control	HL_12h_treatment	OK	78.861	90.2915	0.195277	0.840194	0.23355	0.422147	no
AT1G32240	AT1G32240	KAN2	1:11625699-11630626	GL_12h_control	HL_12h_treatment	OK	7.36636	8.08792	0.134817	0.520686	0.4541	0.64676	no
AT1G32250	AT1G32250	CML17	1:11639842-11640343	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
